City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Zhuanghe,CN,39.7,122.99,74.98,73,65,11.21,light rain
482,Berlevag,NO,70.86,29.09,55.69,83,61,15.82,broken clouds
483,Ambalavao,MG,-21.83,46.93,49.95,87,71,6.85,broken clouds
484,Chiang Rai,TH,19.91,99.83,75.2,100,100,0.89,mist
485,Acajutla,SV,13.59,-89.83,73.99,91,99,4.07,overcast clouds
486,Luebo,CD,-5.35,21.42,73.67,49,5,0.47,clear sky
487,Bermejo,AR,-32.88,-68.8,53.6,40,0,4.7,clear sky
488,Derzhavinsk,KZ,51.1,66.32,49.48,64,93,6.58,overcast clouds
489,Kudahuvadhoo,MV,2.67,72.89,82.74,76,92,16.75,overcast clouds
490,Alofi,NU,-19.06,-169.92,75.2,60,90,11.41,overcast clouds
491,Hami,CN,42.8,93.45,72.95,35,0,10.33,clear sky
492,Horta,PT,38.53,-28.63,70.54,76,10,20.56,clear sky
493,Kolpashevo,RU,58.31,82.91,41.43,97,89,4.76,overcast clouds
494,Krasnyy Kut,RU,50.95,46.97,53.13,57,98,9.17,overcast clouds
495,Whitehorse,CA,60.72,-135.05,55.4,37,75,2.24,broken clouds
496,Nelson Bay,AU,-32.72,152.15,71.6,37,1,14.99,clear sky
497,Riyadh,SA,24.69,46.72,84.2,25,0,3.36,clear sky
498,Lublin,PL,51.0,23.0,62.6,100,75,4.7,broken clouds
499,Giyon,ET,8.53,37.98,53.06,90,9,2.44,clear sky
500,Biltine,TD,14.53,20.92,76.01,77,100,8.84,overcast clouds
501,Floriano,BR,-6.77,-43.02,79.38,37,0,4.29,clear sky
502,Sarh,TD,9.14,18.39,77.0,88,20,2.93,thunderstorm
503,Labrea,BR,-7.26,-64.8,86.07,45,72,1.03,broken clouds
504,Tumalaytay,PH,12.28,123.23,86.38,71,92,7.87,overcast clouds
505,Manta,EC,-0.95,-80.73,71.6,88,75,12.75,broken clouds
506,Jining,CN,35.41,116.58,75.65,68,0,9.98,clear sky
507,Barkly West,ZA,-28.54,24.52,64.4,55,0,8.05,clear sky
508,Khorramshahr,IR,30.44,48.17,84.2,62,0,4.7,clear sky
509,Bajil,YE,15.06,43.29,86.43,77,24,2.86,few clouds
510,San Policarpo,PH,12.18,125.51,85.62,67,99,2.98,overcast clouds
511,Keelung,TW,25.13,121.74,86.0,70,75,4.7,broken clouds
512,Sangar,RU,63.92,127.47,57.06,73,64,10.42,broken clouds
513,Olga,RU,43.74,135.29,73.42,64,0,3.2,clear sky
514,Mudon,MM,16.26,97.72,80.73,89,49,4.21,light rain
515,Ancud,CL,-41.87,-73.82,42.01,88,100,6.02,overcast clouds
516,The Valley,AI,18.22,-63.06,84.2,74,20,8.05,few clouds
517,Katsuura,JP,35.13,140.3,86.0,83,75,5.82,broken clouds
518,Lieksa,FI,63.32,30.02,55.26,93,23,10.92,few clouds
519,Chumikan,RU,54.72,135.31,53.01,92,100,14.23,overcast clouds
520,Plouzane,FR,48.38,-4.62,57.2,93,20,5.82,few clouds
521,Crotone,IT,39.09,17.12,72.72,55,0,16.11,clear sky
522,Port Blair,IN,11.67,92.75,83.07,76,100,3.33,overcast clouds
523,Pacific Grove,US,36.62,-121.92,75.0,53,1,11.41,clear sky
524,Rangoon,MM,16.81,96.16,80.6,94,75,3.36,moderate rain
525,Caravelas,BR,-17.71,-39.25,71.06,88,82,4.23,broken clouds
526,Maningrida,AU,-12.07,134.27,83.59,47,0,11.14,clear sky
527,Fernley,US,39.61,-119.25,100.0,10,0,8.14,clear sky
528,Zhezkazgan,KZ,47.8,67.71,41.0,60,0,4.47,clear sky
529,Seddon,AU,-37.81,144.89,59.0,71,75,12.75,broken clouds
530,Polson,US,47.69,-114.16,84.0,28,41,3.24,scattered clouds
531,Kurmanayevka,RU,52.51,52.07,46.85,71,0,7.02,clear sky
532,Banda Aceh,ID,5.56,95.32,81.48,73,98,9.26,overcast clouds
533,Kizilskoye,RU,52.73,58.89,48.7,84,100,5.99,light rain
534,Abha,SA,18.22,42.51,66.2,36,0,1.16,clear sky
535,Kursenai,LT,55.98,22.92,55.4,100,75,10.29,mist
536,Morondava,MG,-20.28,44.28,68.99,54,0,15.64,clear sky
537,Camacha,PT,33.08,-16.33,71.6,83,40,6.93,scattered clouds
538,Puerto Escondido,MX,15.85,-97.07,80.6,65,90,3.89,overcast clouds
539,Ballina,AU,-28.87,153.57,78.01,53,98,5.82,overcast clouds
540,Takoradi,GH,4.88,-1.76,75.07,88,86,9.48,overcast clouds
541,Bulaevo,KZ,54.91,70.44,42.31,92,88,9.98,overcast clouds
542,Port Shepstone,ZA,-30.74,30.45,63.77,86,0,15.79,clear sky
543,Balgazyn,RU,51.0,95.2,54.5,80,0,4.99,clear sky
544,Robertsport,LR,6.75,-11.37,77.41,87,100,7.58,overcast clouds
545,Ust-Nera,RU,64.57,143.2,58.98,38,86,4.59,overcast clouds
546,Buzoesti,RO,44.58,24.92,61.05,61,0,6.4,clear sky
547,Draguignan,FR,43.53,6.47,63.0,82,0,2.89,clear sky
548,Naze,JP,28.37,129.48,80.6,88,75,12.75,thunderstorm
549,Oktyabrskiy,RU,54.48,53.47,44.01,92,0,4.21,clear sky
550,Kaihua,CN,23.37,104.28,70.09,87,98,6.06,light rain
551,Northam,GB,51.03,-4.22,57.99,82,0,8.01,clear sky
552,Porto Belo,BR,-27.16,-48.55,63.0,82,75,9.17,broken clouds
553,Tarakan,ID,3.3,117.63,79.99,83,85,8.01,light rain
554,Sao Raimundo Nonato,BR,-9.02,-42.7,73.54,43,19,3.76,few clouds
555,Gizo,SB,-8.1,156.84,84.25,70,70,6.02,broken clouds
556,Pontes E Lacerda,BR,-15.23,-59.34,82.74,27,62,2.62,broken clouds
557,Geraldton,AU,-28.77,114.6,55.4,93,0,1.66,clear sky
558,Victor Harbor,AU,-35.57,138.62,59.0,72,46,7.11,scattered clouds
559,Gurh,IN,24.52,81.52,78.06,83,0,3.51,clear sky
560,Luderitz,NA,-26.65,15.16,57.76,69,90,11.01,overcast clouds
561,Sao Joao Da Barra,BR,-21.64,-41.05,73.26,82,4,16.4,clear sky
562,Puerto Suarez,BO,-18.95,-57.8,79.34,33,0,0.51,clear sky
563,Coos Bay,US,43.37,-124.22,66.2,68,20,9.17,few clouds
564,Sobolevo,RU,54.43,31.9,55.0,86,64,2.42,broken clouds
565,Flin Flon,CA,54.77,-101.86,54.09,51,18,4.45,few clouds
566,Manacapuru,BR,-3.3,-60.62,78.8,83,0,2.24,clear sky
567,Gigmoto,PH,13.78,124.39,86.92,65,71,2.98,broken clouds
568,Ceres,US,37.59,-120.96,95.0,26,1,13.87,clear sky
569,Semnan,IR,35.57,53.4,66.97,26,4,3.24,clear sky
570,Ayan,RU,56.45,138.17,53.15,92,100,15.95,overcast clouds
571,Newport,GB,51.59,-3.0,57.99,88,0,1.99,clear sky
572,Kaduqli,SD,11.02,29.72,71.74,85,100,1.1,overcast clouds
573,Arona,ES,28.1,-16.68,73.4,83,40,3.36,scattered clouds
574,Neiafu,TO,-18.65,-173.98,77.0,57,20,8.05,few clouds
575,Cervo,ES,43.67,-7.41,68.0,1,56,9.08,broken clouds
576,Lata,PT,40.16,-8.33,66.99,89,0,2.73,clear sky
577,Tiarei,PF,-17.53,-149.33,84.2,62,40,17.22,scattered clouds
578,Saint Anthony,US,45.02,-93.22,71.6,40,40,1.14,scattered clouds
579,Shelburne,CA,44.08,-80.2,59.0,62,20,2.24,few clouds
580,Durant,US,33.99,-96.37,82.4,65,40,5.82,scattered clouds
581,Ivolginsk,RU,51.75,107.28,50.0,93,20,4.47,few clouds
582,Malpe,IN,13.35,74.72,78.8,88,75,3.49,broken clouds
583,Pavilosta,LV,56.89,21.19,62.6,88,100,10.29,overcast clouds
584,Yablonovo,RU,50.85,37.36,64.4,36,100,6.71,overcast clouds
585,Orlik,RU,52.52,99.83,55.53,69,98,1.79,overcast clouds
586,Lagunas,PE,-5.23,-75.68,78.26,70,75,2.68,light rain
587,Oktyabrskoye,RU,43.06,44.74,57.2,93,100,4.47,overcast clouds
588,Magadan,RU,59.57,150.8,53.85,79,100,5.79,overcast clouds
589,Dinard,FR,48.63,-2.06,60.8,82,90,12.75,overcast clouds
590,Nanticoke,US,41.21,-76.0,64.99,89,38,4.21,scattered clouds
591,Rosario,AR,-32.95,-60.64,57.2,76,0,8.05,clear sky
592,Saint-Augustin,CA,51.23,-58.65,59.02,86,100,13.09,overcast clouds
593,Bintulu,MY,3.17,113.03,75.2,100,40,6.13,scattered clouds
594,Ormara,PK,25.21,64.64,80.46,80,0,7.43,clear sky
595,Hutchinson,US,38.06,-97.93,87.8,45,1,6.93,clear sky
596,Ust-Tsilma,RU,65.44,52.15,46.4,91,1,5.5,clear sky
597,Yuanping,CN,38.72,112.76,67.68,47,100,2.57,overcast clouds
598,San Luis,AR,-33.3,-66.34,54.14,49,0,9.1,clear sky
599,Besikduzu,TR,41.05,39.23,77.0,73,40,6.93,scattered clouds
600,Upata,VE,8.01,-62.4,72.84,92,100,3.91,overcast clouds
601,Cotonou,BJ,6.37,2.42,78.8,88,20,13.87,few clouds
602,Japura,ID,-0.32,102.35,77.5,88,100,2.13,overcast clouds
603,Yining,CN,29.04,114.56,78.76,64,0,0.78,clear sky
604,Saint-Pierre,RE,-21.34,55.48,64.4,88,75,8.05,broken clouds
605,Kontagora,NG,10.4,5.47,71.13,97,99,3.51,overcast clouds
606,Bangarapet,IN,12.97,78.2,73.4,100,75,1.3,mist
607,Jardim De Piranhas,BR,-6.38,-37.35,75.72,60,0,19.8,clear sky
608,Devonport,AU,-41.17,146.35,59.0,51,0,13.0,clear sky
609,Santa Fe,AR,-31.63,-60.7,57.0,81,6,3.0,clear sky
610,Christchurch,NZ,-43.53,172.63,64.0,48,100,9.17,overcast clouds
611,Sisimiut,GL,66.94,-53.67,45.59,58,100,5.61,overcast clouds
612,Curuca,BR,-0.73,-47.85,75.99,90,5,6.02,light rain
613,Yinchuan,CN,38.47,106.27,74.19,36,100,6.24,overcast clouds
614,Bukama,CD,-9.2,25.85,71.96,30,51,3.4,broken clouds
615,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,62.6,67,20,6.71,few clouds
616,Saint Marys,US,30.73,-81.55,84.2,74,1,3.36,clear sky
617,Borovskoy,KZ,53.8,64.15,45.7,73,93,6.29,overcast clouds
618,Bam,IR,29.11,58.36,73.85,18,0,10.71,clear sky
619,Sechura,PE,-5.56,-80.82,62.62,75,0,15.19,clear sky
620,Krivodanovka,RU,55.09,82.66,44.6,93,90,11.18,overcast clouds
621,Port Keats,AU,-14.25,129.55,85.64,61,62,5.41,broken clouds
622,Chapais,CA,49.78,-74.85,51.8,71,75,8.05,light rain
623,Caucaia,BR,-3.74,-38.65,80.6,74,40,12.75,scattered clouds
624,Rio Grande,BR,-32.03,-52.1,54.0,86,100,6.62,overcast clouds
625,Homer,US,59.64,-151.55,55.4,76,1,8.05,clear sky
626,Sibut,CF,5.72,19.07,69.8,92,100,2.21,overcast clouds
627,Nova Olinda Do Norte,BR,-3.89,-59.09,80.78,55,0,2.06,clear sky
628,Lohja,FI,60.25,24.07,60.01,98,97,7.0,light rain
629,Hambantota,LK,6.12,81.12,75.2,100,20,4.7,few clouds
630,Hohhot,CN,40.81,111.65,59.0,72,100,2.24,overcast clouds
631,Lompoc,US,34.64,-120.46,68.0,64,1,14.99,clear sky
632,Almeirim,BR,-1.52,-52.58,79.34,52,81,2.48,broken clouds
633,Kalanwali,IN,29.85,74.95,79.5,82,2,6.96,light rain
634,Shaunavon,CA,49.65,-108.42,74.28,32,0,4.72,clear sky
635,Sekoma,BW,-24.4,23.88,62.73,34,0,9.04,clear sky
636,Katherine,AU,-14.47,132.27,87.8,33,0,3.36,clear sky
637,Kant,IN,27.8,79.8,82.26,75,83,3.83,broken clouds
638,Raahe,FI,64.68,24.48,57.2,93,20,6.93,shower rain
639,Yatou,CN,37.15,122.38,78.39,71,0,14.27,clear sky
640,Laem Sing,TH,12.48,102.07,86.0,93,83,4.23,broken clouds
641,Mocuba,MZ,-16.84,36.99,64.65,87,35,4.29,light rain
642,Huangmei,CN,30.19,116.03,77.79,66,0,3.04,clear sky
643,Usinsk,RU,65.99,57.53,44.42,93,0,8.37,clear sky
644,Sur,OM,22.57,59.53,78.93,60,0,8.34,clear sky
645,Beloha,MG,-25.17,45.05,59.27,75,0,10.6,clear sky
646,Meulaboh,ID,4.14,96.13,80.22,78,100,4.18,light rain
647,Goderich,CA,43.75,-81.72,69.01,58,4,9.89,clear sky
648,Pangody,RU,65.85,74.49,39.24,88,0,17.38,clear sky
649,Rock Sound,BS,24.9,-76.2,84.24,79,100,15.46,overcast clouds
650,Key West,US,24.56,-81.78,87.8,66,20,14.99,few clouds
651,Dauphin,CA,51.15,-100.05,64.4,45,90,8.05,overcast clouds
652,Mandalgovi,MN,45.76,106.27,63.72,39,100,13.09,overcast clouds
653,Mahajanga,MG,-15.72,46.32,66.2,82,40,4.7,scattered clouds
654,Samarinda,ID,-0.5,117.15,73.99,95,100,2.55,light rain
655,Brookhaven,US,31.58,-90.44,82.99,81,51,2.48,broken clouds
656,Charlestown,AU,-32.95,151.67,71.6,37,22,14.99,few clouds
657,Giyani,ZA,-23.3,30.72,59.94,82,20,4.76,few clouds
658,Richards Bay,ZA,-28.78,32.04,65.26,72,0,13.22,clear sky
659,Khandbari,NP,27.37,87.2,74.17,78,82,0.67,light rain
660,Greymouth,NZ,-42.47,171.2,57.52,84,100,4.5,overcast clouds
661,Butterworth,MY,5.4,100.36,80.6,100,20,3.36,haze
662,Blagoyevo,RU,63.37,47.92,50.76,90,62,5.84,broken clouds
663,Adrar,MR,20.5,-10.07,93.4,32,14,8.63,few clouds
664,Pemangkat,ID,1.17,108.97,74.5,98,100,3.36,heavy intensity rain
665,Samarai,PG,-10.62,150.67,78.22,86,67,14.03,light rain
666,Uige,AO,-7.61,15.06,68.29,91,37,2.1,scattered clouds
667,Maketu,NZ,-37.77,176.45,62.01,71,0,7.0,clear sky
668,Cockburn Town,TC,21.46,-71.14,83.68,77,89,17.69,overcast clouds
669,Dunmore,US,41.42,-75.63,68.0,60,1,5.82,clear sky
670,Kalmunai,LK,7.42,81.82,79.9,81,100,4.36,overcast clouds
671,Pergine Valsugana,IT,46.06,11.24,55.0,81,5,4.7,clear sky
672,Maldonado,UY,-34.67,-54.92,48.2,100,100,1.12,overcast clouds
673,Abu Dhabi,AE,24.47,54.37,87.8,79,0,5.82,clear sky
674,Mangochi,MW,-14.48,35.26,60.94,81,5,8.46,clear sky
675,Verkhnyaya Sysert,RU,56.44,60.75,50.0,93,75,6.71,light intensity shower rain
676,Paraiso,CR,9.84,-83.87,68.0,88,75,0.36,moderate rain
677,Ewa Beach,US,21.32,-158.01,89.6,58,20,10.29,few clouds
678,Mawlaik,MM,23.63,94.42,81.21,84,38,0.09,scattered clouds
679,Poum,NC,-20.23,164.02,71.6,66,100,17.16,overcast clouds
680,Conde,BR,-7.26,-34.91,73.4,88,75,5.82,broken clouds
681,Shache,CN,38.42,77.24,64.58,28,79,10.02,broken clouds
682,Sabha,LY,27.04,14.43,81.82,44,0,13.47,clear sky
683,Bahua,IN,25.85,80.63,82.13,77,0,5.41,clear sky
684,Itoman,JP,26.12,127.67,80.6,88,75,20.8,broken clouds
685,Ipaba,BR,-19.41,-42.42,68.04,54,22,1.81,few clouds
686,Havelock,US,34.88,-76.9,84.99,74,40,6.93,scattered clouds
687,Togur,RU,58.36,82.83,41.74,97,89,4.92,overcast clouds
688,Odesskoye,RU,54.21,72.97,44.55,88,95,12.71,overcast clouds
689,Turnu Rosu,RO,45.63,24.3,52.0,100,0,2.24,light rain
690,Frei Paulo,BR,-10.55,-37.53,78.8,65,40,11.41,scattered clouds
691,Harnosand,SE,62.63,17.94,55.4,100,100,2.24,fog
692,Bandarbeyla,SO,9.49,50.81,74.79,80,94,22.62,overcast clouds
693,Rorvik,NO,64.86,11.24,54.41,82,100,11.05,light rain
694,Kilcoole,IE,53.1,-6.07,52.0,88,72,1.01,broken clouds
695,Kondrovo,RU,54.81,35.93,60.8,55,100,4.47,light rain
696,Los Llanos De Aridane,ES,28.66,-17.92,73.4,78,0,1.12,clear sky
697,Kautokeino,NO,69.01,23.04,52.66,93,100,12.55,light rain
698,Quthing,LS,-30.4,27.7,56.21,45,0,3.65,clear sky
699,Kieta,PG,-6.22,155.63,85.32,65,14,6.4,few clouds
700,Sola,VU,-13.88,167.55,82.4,74,90,11.41,overcast clouds
701,Bikaner,IN,28.02,73.3,84.22,73,6,2.93,moderate rain
702,Uturoa,PF,-16.73,-151.43,78.39,76,43,15.19,scattered clouds
703,Mokhsogollokh,RU,61.47,128.92,58.1,70,75,6.64,broken clouds
704,Otaru,JP,43.19,141.0,77.0,83,75,3.36,broken clouds
705,Nemuro,JP,43.32,145.57,71.6,94,75,8.05,light intensity shower rain
706,Datong,CN,40.09,113.29,68.47,37,0,6.91,clear sky
707,Amahai,ID,-3.33,128.92,81.25,79,88,2.44,overcast clouds
708,Kasongo-Lunda,CD,-6.47,16.82,76.15,65,13,1.34,few clouds
709,Mangualde,PT,40.6,-7.76,66.99,73,0,2.66,clear sky
710,Nouadhibou,MR,20.93,-17.03,75.2,78,20,12.75,few clouds
711,Conceicao Das Alagoas,BR,-19.91,-48.39,77.0,25,0,6.93,clear sky
712,Walla Walla,US,46.06,-118.34,93.99,26,1,6.93,clear sky
713,Mlowo,TZ,-9.0,32.98,54.84,78,0,6.38,clear sky
714,Aden,YE,12.78,45.04,83.61,86,100,8.03,overcast clouds
715,Botro,CI,7.85,-5.31,73.4,100,75,11.41,broken clouds
716,Klamath Falls,US,42.22,-121.78,93.0,14,1,13.87,clear sky
717,Hoi An,VN,15.88,108.33,87.8,70,20,2.24,few clouds
718,Ayr,GB,55.46,-4.63,55.4,76,40,20.8,scattered clouds
719,Austin,US,30.27,-97.74,77.0,78,40,3.36,light rain
720,Safford,US,32.83,-109.71,102.2,11,1,5.82,clear sky
721,Segou,ML,13.43,-6.22,76.86,84,35,6.44,scattered clouds
